row_index,split,accession_id
1788,train,ZS0042707623
1789,train,ZS0042744464
1790,train,ZS0042744464
1794,train,ZS0042753791
1795,train,ZS0042777395
1796,train,ZS0042794521
1797,train,ZS0042794521
1799,train,ZS0042829703
1800,train,ZS0042829703
1802,train,ZS0042860758
1803,train,ZS0042860758
1804,train,ZS0042861383
1805,train,ZS0042861383
1806,train,ZS0042861383
1807,train,ZS0042870507
1811,train,ZS0042924454
1812,train,ZS0042933175
1813,train,ZS0042933175
1814,train,ZS0042952266
1817,train,ZS0042981776
1818,train,ZS0042981776
1819,train,ZS0042981776
1820,train,ZS0043012174
1821,train,ZS0043012174
1822,train,ZS0043018479
1823,train,ZS0043018479
1824,train,ZS0043018479
1827,train,ZS0043162609
1828,train,ZS0043162609
1830,train,ZS0043237376
1831,train,ZS0043299015
1832,train,ZS0043299015
1833,train,ZS0043369296
1834,train,ZS0043369296
1835,train,ZS0043369296
1837,train,ZS0043376031
1838,train,ZS0043376031
1839,train,ZS0043390131
1840,train,ZS0043390131
1844,train,ZS0043479165
1850,train,ZS0043547281
1851,train,ZS0043547281
1852,train,ZS0043547281
1853,train,ZS0043548344
1854,train,ZS0043548344
1855,train,ZS0043592043
1856,train,ZS0043603608
1857,train,ZS0043603608
1863,train,ZS0043671620
1864,train,ZS0043671620
1865,train,ZS0043671873
1866,train,ZS0043692598
1867,train,ZS0043694470
1868,train,ZS0043694470
1869,train,ZS0043762085
1870,train,ZS0043762085
1876,train,ZS0043789020
1877,train,ZS0043789020
1878,train,ZS0043815456
1879,train,ZS0043815456
1882,train,ZS0043828215
1883,train,ZS0043828215
1884,train,ZS0043828215
1886,train,ZS0043860679
1887,train,ZS0043861176
1888,train,ZS0043861176
1889,train,ZS0043861176
1890,train,ZS0043868948
1891,train,ZS0043868948
1892,train,ZS0043871274
1896,train,ZS0043879138
1900,train,ZS0043977440
1901,train,ZS0043982458
1902,train,ZS0043991344
1903,train,ZS0043991344
1904,train,ZS0044030508
1905,train,ZS0044062048
1906,train,ZS0044071417
1907,train,ZS0044095331
1908,train,ZS0044095331
1909,train,ZS0044115091
1910,train,ZS0044127731
1911,train,ZS0044127731
1912,train,ZS0044127731
1913,train,ZS0044153875
1914,train,ZS0044177216
1915,train,ZS0044177216
1916,train,ZS0044234207
1917,train,ZS0044234207
1918,train,ZS0044243146
1919,train,ZS0044243146
1920,train,ZS0044243146
1921,train,ZS0044297334
1922,train,ZS0044322150
1924,train,ZS0044395610
1925,train,ZS0044395610
1926,train,ZS0044517389
1927,train,ZS0044517389
1928,train,ZS0044603370
1929,train,ZS0044603370
1932,train,ZS0044621054
1933,train,ZS0044623022
1934,train,ZS0044623022
1939,train,ZS0044652523
1940,train,ZS0044706062
1941,train,ZS0044730136
1943,train,ZS0044761704
1944,train,ZS0044761704
1946,train,ZS0044825493
1947,train,ZS0044842898
1948,train,ZS0044902628
1949,train,ZS0044902940
1950,train,ZS0044908517
1951,train,ZS0044908517
1952,train,ZS0044908517
1953,train,ZS0044945744
1954,train,ZS0044959692
1957,train,ZS0044993593
1958,train,ZS0045016668
1963,train,ZS0045095594
1966,train,ZS0045143615
1967,train,ZS0045144901
1968,train,ZS0045144901
1969,train,ZS0045144901
1970,train,ZS0045174340
1971,train,ZS0045174340
1975,train,ZS0045339324
1976,train,ZS0045372390
1977,train,ZS0045465406
1980,train,ZS0045475645
1981,train,ZS0045509640
1982,train,ZS0045509640
1985,train,ZS0045568243
1986,train,ZS0045569560
1987,train,ZS0045631541
1988,train,ZS0045631541
1989,train,ZS0045713145
1990,train,ZS0045713145
1991,train,ZS0045713661
1994,train,ZS0045739300
1995,train,ZS0045740335
1999,train,ZS0045746619
2000,train,ZS0045746619
2006,train,ZS0045764715
2007,train,ZS0045765477
2008,train,ZS0045765477
2009,train,ZS0045765477
2010,train,ZS0045773914
2011,train,ZS0045773914
2012,train,ZS0045775173
2016,train,ZS0045879759
2018,train,ZS0045910754
2019,train,ZS0045916956_1
2020,train,ZS0045916956_1
2021,train,ZS0045938356
2025,train,ZS0045961774
2026,train,ZS0045961774
2027,train,ZS0045962936
2028,train,ZS0045982257
2029,train,ZS0045991246
2030,train,ZS0046019761
2033,train,ZS0046111444
2034,train,ZS0046125115
2035,train,ZS0046125115
2036,train,ZS0046125115
2038,train,ZS0046164261
2039,train,ZS0046164261
2040,train,ZS0046164261
2041,train,ZS0046214186
2042,train,ZS0046239951
2043,train,ZS0046317264
2044,train,ZS0046317264
2045,train,ZS0046330143
2052,train,ZS0046415570
2053,train,ZS0046424986
2054,train,ZS0046424986
2056,train,ZS0046480781
2057,train,ZS0046480781
2058,train,ZS0046480781
2059,train,ZS0046480781
2060,train,ZS0046484534
2061,train,ZS0046484534
2062,train,ZS0046484534
2063,train,ZS0046561888
2064,train,ZS0046570162
2065,train,ZS0046570162
2068,train,ZS0046590553
2069,train,ZS0046590553
2076,train,ZS0046719385
2078,train,ZS0046750802
2079,train,ZS0046845458
2080,train,ZS0046875514
2081,train,ZS0046875514
2083,train,ZS0046900619
2084,train,ZS0046909974
2085,train,ZS0047024425
2086,train,ZS0047024425
2087,train,ZS0047024425
2091,train,ZS0047145026
2092,train,ZS0047145026
2093,train,ZS0047145026
2094,train,ZS0047201535
2095,train,ZS0047273426
2096,train,ZS0047273426
2099,train,ZS0047300092
2100,train,ZS0047316137
2101,train,ZS0047316137
2102,train,ZS0047355112
2103,train,ZS0047355112
2104,train,ZS0047359642_1
2105,train,ZS0047359642_1
2107,train,ZS0047435102
2108,train,ZS0047435102
2113,train,ZS0047487802
2114,train,ZS0047491067
2115,train,ZS0047491067
2116,train,ZS0047491067
2117,train,ZS0047492589
2121,train,ZS0047540952
2122,train,ZS0047540952
2125,train,ZS0047640292
2126,train,ZS0047640292
2128,train,ZS0047669464
2129,train,ZS0047684472
2130,train,ZS0047684472
2134,train,ZS0047746195
2135,train,ZS0047746370
2136,train,ZS0047746370
2138,train,ZS0047796642
2139,train,ZS0047796642
2141,train,ZS0047835346
2142,train,ZS0047835346
2146,train,ZS0047929685
2147,train,ZS0047929685
2148,train,ZS0047934958
2149,train,ZS0047934958
2150,train,ZS0047945181
2151,train,ZS0047945181
2153,train,ZS0047999997
2154,train,ZS0047999997
2155,train,ZS0048009283
2156,train,ZS0048009283
2157,train,ZS0048009283
2158,train,ZS0048026522
2160,train,ZS0048121528
2161,train,ZS0048147694
2162,train,ZS0048147694
2163,train,ZS0048183052
2164,train,ZS0048185090
2165,train,ZS0048185090
2168,train,ZS0048205306
2169,train,ZS0048205306
2170,train,ZS0048243762
2171,train,ZS0048296032
2172,train,ZS0048296032
2173,train,ZS0048329842
2174,train,ZS0048356001
2175,train,ZS0048356001
2176,train,ZS0048356001
2177,train,ZS0048426662
2182,train,ZS0048512874
2184,train,ZS0048625075
2191,train,ZS0048691815
2192,train,ZS0048691815
2193,train,ZS0048691815
2194,train,ZS0048706225
2197,train,ZS0048946974
2198,train,ZS0048946974
2199,train,ZS0048946974
2202,train,ZS0049221651
2203,train,ZS0049221651
2204,train,ZS0049221651
2205,train,ZS0049335187
2206,train,ZS0049335187
2207,train,ZS0049385050
3,val,ZS0025444396
4,val,ZS0025584626
5,val,ZS0025584626
6,val,ZS0025584626
13,val,ZS0025952748
14,val,ZS0025952748
16,val,ZS0026007954
33,val,ZS0026316408
34,val,ZS0026316408
35,val,ZS0026316408
38,val,ZS0026334529
39,val,ZS0026334529
54,val,ZS0026565769_1
55,val,ZS0026565769_1
56,val,ZS0026607232
57,val,ZS0026607232
73,val,ZS0026747889
74,val,ZS0026747889
85,val,ZS0026937759
99,val,ZS0026996001
100,val,ZS0026996001
101,val,ZS0026996001
115,val,ZS0027016573
116,val,ZS0027016573
117,val,ZS0027016573
118,val,ZS0027027658
122,val,ZS0027118102
123,val,ZS0027118102
124,val,ZS0027130650
125,val,ZS0027130650
132,val,ZS0027214431
138,val,ZS0027259837
139,val,ZS0027262166
140,val,ZS0027262166
145,val,ZS0027309008
148,val,ZS0027332458
149,val,ZS0027332458
154,val,ZS0027370395
155,val,ZS0027370395
156,val,ZS0027370395
159,val,ZS0027400626
174,val,ZS0027483517
183,val,ZS0027575320
201,val,ZS0027745077
202,val,ZS0027745077
203,val,ZS0027745077
210,val,ZS0027889311
211,val,ZS0027889311
212,val,ZS0027889311
213,val,ZS0027890187
214,val,ZS0027890187
215,val,ZS0027890187
225,val,ZS0027958176
226,val,ZS0027964484
227,val,ZS0027964484
231,val,ZS0028000140
232,val,ZS0028000140
237,val,ZS0028039692
238,val,ZS0028039692
247,val,ZS0028119775
275,val,ZS0028436701
276,val,ZS0028436701
280,val,ZS0028484314
286,val,ZS0028568994
315,val,ZS0028841820
343,val,ZS0029048968
344,val,ZS0029048968
345,val,ZS0029048968
358,val,ZS0029227518
359,val,ZS0029227518
364,val,ZS0029295095
365,val,ZS0029295095
380,val,ZS0029487704
395,val,ZS0029678999
396,val,ZS0029678999
412,val,ZS0029924230
413,val,ZS0029924230
417,val,ZS0029947390
418,val,ZS0029947390
419,val,ZS0029947390
433,val,ZS0030181050
434,val,ZS0030181050
438,val,ZS0030281661
439,val,ZS0030281661
442,val,ZS0030477789
447,val,ZS0030818613
454,val,ZS0031132300
455,val,ZS0031132300
487,val,ZS0031664672
488,val,ZS0031664672
504,val,ZS0031802185
505,val,ZS0031802185
506,val,ZS0031802185
519,val,ZS0031907262
520,val,ZS0031907262
521,val,ZS0031907262
522,val,ZS0031907262
532,val,ZS0032029113
533,val,ZS0032029113
534,val,ZS0032029113
548,val,ZS0032114354
549,val,ZS0032114354
555,val,ZS0032154101
556,val,ZS0032166956
564,val,ZS0032196663
565,val,ZS0032196663
584,val,ZS0032504317
585,val,ZS0032504317
588,val,ZS0032523552
589,val,ZS0032523552
612,val,ZS0032817018
621,val,ZS0032902975
622,val,ZS0032902975
623,val,ZS0032902975
638,val,ZS0033065217
639,val,ZS0033065217
644,val,ZS0033109433
645,val,ZS0033109433
646,val,ZS0033109433
659,val,ZS0033236073
662,val,ZS0033246003
663,val,ZS0033246003
664,val,ZS0033246164
672,val,ZS0033366720
680,val,ZS0033489670
681,val,ZS0033489670
682,val,ZS0033489670
686,val,ZS0033515723
687,val,ZS0033515723
688,val,ZS0033515723
690,val,ZS0033531199
691,val,ZS0033531199
692,val,ZS0033531199
703,val,ZS0033600732
704,val,ZS0033600732
705,val,ZS0033600732
706,val,ZS0033618677
707,val,ZS0033618677
715,val,ZS0033701230
716,val,ZS0033701230
718,val,ZS0033726564
719,val,ZS0033726564
721,val,ZS0033745391
737,val,ZS0033861805
738,val,ZS0033861805
741,val,ZS0033873716
742,val,ZS0033873716
753,val,ZS0033927286
754,val,ZS0033928568
755,val,ZS0033938048
769,val,ZS0034047255
770,val,ZS0034047255
791,val,ZS0034233932
792,val,ZS0034259306
809,val,ZS0034389251
826,val,ZS0034483571
827,val,ZS0034483571
829,val,ZS0034505590
841,val,ZS0034667542
850,val,ZS0034859376
877,val,ZS0035094257
886,val,ZS0035205175
894,val,ZS0035216903
895,val,ZS0035216903
900,val,ZS0035247999
901,val,ZS0035247999
906,val,ZS0035315099
936,val,ZS0035773621
937,val,ZS0035773621
941,val,ZS0035835312
942,val,ZS0035835312
943,val,ZS0035835312
951,val,ZS0035870693
952,val,ZS0035870693
955,val,ZS0035920890
956,val,ZS0035920890
968,val,ZS0035979671
969,val,ZS0035990327
970,val,ZS0035990327
992,val,ZS0036247837
1003,val,ZS0036321330
1004,val,ZS0036321330
1017,val,ZS0036626347
1020,val,ZS0036660264
1021,val,ZS0036673249
1029,val,ZS0036751736
1030,val,ZS0036751736
1035,val,ZS0036784611
1041,val,ZS0036806475
1042,val,ZS0036806475
1043,val,ZS0036806475
1066,val,ZS0036989752
1067,val,ZS0036989752
1085,val,ZS0037085248_1
1086,val,ZS0037085248_1
1100,val,ZS0037204872
1111,val,ZS0037223993
1112,val,ZS0037256796
1113,val,ZS0037256796
1116,val,ZS0037270690
1123,val,ZS0037361024
1124,val,ZS0037361024
1130,val,ZS0037408188
1131,val,ZS0037408188
1146,val,ZS0037573555
1147,val,ZS0037573555
1154,val,ZS0037666505
1155,val,ZS0037670778
1157,val,ZS0037707283
1163,val,ZS0037787176
1164,val,ZS0037787176
1194,val,ZS0037983030
1199,val,ZS0038014434
1200,val,ZS0038014434
1212,val,ZS0038083307
1213,val,ZS0038083307
1214,val,ZS0038083307
1228,val,ZS0038217070
1232,val,ZS0038231511_1
1235,val,ZS0038337617
1236,val,ZS0038337617
1238,val,ZS0038363939
1239,val,ZS0038363939
1240,val,ZS0038363939
1259,val,ZS0038518842
1260,val,ZS0038518842
1270,val,ZS0038622836
1271,val,ZS0038622836
1272,val,ZS0038622836
1284,val,ZS0038716317
1286,val,ZS0038755485
1307,val,ZS0038862501
1308,val,ZS0038864624
1309,val,ZS0038876950
1310,val,ZS0038876950
1311,val,ZS0038880046
1312,val,ZS0038880046
1323,val,ZS0038947545
1343,val,ZS0039023369
1358,val,ZS0039152400_1
1359,val,ZS0039152400_1
1391,val,ZS0039499303
1392,val,ZS0039499621
1393,val,ZS0039499621
1398,val,ZS0039536680
1399,val,ZS0039536680
1403,val,ZS0039569381
1404,val,ZS0039569381
1415,val,ZS0039664782
1429,val,ZS0039794816
1440,val,ZS0039870865
1442,val,ZS0039914892
1467,val,ZS0040080603
1468,val,ZS0040080603
1469,val,ZS0040080603
1472,val,ZS0040091224
1473,val,ZS0040091224
1477,val,ZS0040127901
1478,val,ZS0040127901
1486,val,ZS0040181906
1487,val,ZS0040181906
1495,val,ZS0040269751
1516,val,ZS0040455330
1517,val,ZS0040455330
1546,val,ZS0040593616
1548,val,ZS0040626495
1549,val,ZS0040626495
1574,val,ZS0040815727
1575,val,ZS0040815727
1576,val,ZS0040815727
1585,val,ZS0040890576_1
1586,val,ZS0040890576_1
1610,val,ZS0041044300
1654,val,ZS0041534720
1655,val,ZS0041534720
1656,val,ZS0041534720
1661,val,ZS0041620304
1668,val,ZS0041682967
1681,val,ZS0041814902
1691,val,ZS0041933990
1692,val,ZS0041933990
1697,val,ZS0041952949
1703,val,ZS0042001610
1743,val,ZS0042364397
1744,val,ZS0042364397
1745,val,ZS0042364397
1749,val,ZS0042421025
1750,val,ZS0042421025
1756,val,ZS0042542237
1757,val,ZS0042542237
1765,val,ZS0042595796
1766,val,ZS0042595796
1767,val,ZS0042595796
1768,val,ZS0042610582
1801,val,ZS0042840811
1815,val,ZS0042955554
1825,val,ZS0043093860
1826,val,ZS0043093860
1836,val,ZS0043370156
1841,val,ZS0043459381
1842,val,ZS0043459381
1843,val,ZS0043459381
1845,val,ZS0043523202
1846,val,ZS0043523202
1847,val,ZS0043523202
1848,val,ZS0043523202
1849,val,ZS0043523202
1862,val,ZS0043667402
1871,val,ZS0043763433
1872,val,ZS0043763433
1873,val,ZS0043763433
1881,val,ZS0043824600
1893,val,ZS0043874882
1894,val,ZS0043874882
1895,val,ZS0043874882
1897,val,ZS0043892982
1937,val,ZS0044650212
1938,val,ZS0044650212
1942,val,ZS0044731611
1945,val,ZS0044796098
1955,val,ZS0044960409
1956,val,ZS0044960409
1959,val,ZS0045039413
1972,val,ZS0045219579
1978,val,ZS0045469117
1979,val,ZS0045469117
1992,val,ZS0045728694
1993,val,ZS0045728694
2001,val,ZS0045752811
2002,val,ZS0045752811
2017,val,ZS0045888679
2022,val,ZS0045944371
2023,val,ZS0045952879
2024,val,ZS0045952879
2031,val,ZS0046021772
2037,val,ZS0046140066
2048,val,ZS0046336550
2049,val,ZS0046336550
2050,val,ZS0046336550
2066,val,ZS0046576550
2067,val,ZS0046576550
2073,val,ZS0046709296
2074,val,ZS0046709296
2075,val,ZS0046709296
2077,val,ZS0046742480
2088,val,ZS0047121788
2089,val,ZS0047121788
2090,val,ZS0047121788
2106,val,ZS0047431924
2111,val,ZS0047456493
2119,val,ZS0047530259
2120,val,ZS0047530259
2123,val,ZS0047556452_1
2127,val,ZS0047650264
2140,val,ZS0047826773
2143,val,ZS0047842566
2144,val,ZS0047859833
2145,val,ZS0047859833
2152,val,ZS0047953390
2159,val,ZS0048072638
2178,val,ZS0048472221
2179,val,ZS0048472221
2196,val,ZS0048811058
2201,val,ZS0049187392
31,test,ZS0026310097
32,test,ZS0026310097
45,test,ZS0026443947
49,test,ZS0026493223
50,test,ZS0026493223
51,test,ZS0026529974
52,test,ZS0026529974
68,test,ZS0026701114
69,test,ZS0026701114
70,test,ZS0026701114
71,test,ZS0026715865
72,test,ZS0026715865
78,test,ZS0026863794
79,test,ZS0026910402
80,test,ZS0026910402
81,test,ZS0026910402
83,test,ZS0026913959
86,test,ZS0026939464
87,test,ZS0026939464
90,test,ZS0026963326
91,test,ZS0026963326
95,test,ZS0026972216
105,test,ZS0027002131
106,test,ZS0027002131
107,test,ZS0027002131
109,test,ZS0027004355
119,test,ZS0027069734
127,test,ZS0027150289_1
129,test,ZS0027158208
130,test,ZS0027158208
133,test,ZS0027228921
134,test,ZS0027228921
135,test,ZS0027228921
141,test,ZS0027265836
166,test,ZS0027432251
175,test,ZS0027508531_1
176,test,ZS0027508531_1
181,test,ZS0027533284
182,test,ZS0027533284
187,test,ZS0027603061
188,test,ZS0027603061
192,test,ZS0027629483
206,test,ZS0027811203
219,test,ZS0027920301
258,test,ZS0028228772
274,test,ZS0028428181
281,test,ZS0028501140
282,test,ZS0028501140
284,test,ZS0028547004
285,test,ZS0028547004
290,test,ZS0028605717
291,test,ZS0028605717
292,test,ZS0028663897
305,test,ZS0028777758
306,test,ZS0028777758
316,test,ZS0028842375
322,test,ZS0028945520
325,test,ZS0028957976
326,test,ZS0028957976
327,test,ZS0028957976
349,test,ZS0029175019
350,test,ZS0029175019
351,test,ZS0029191207
352,test,ZS0029191207
353,test,ZS0029205604
366,test,ZS0029322385
367,test,ZS0029322385
369,test,ZS0029360792
370,test,ZS0029408783
388,test,ZS0029590577
390,test,ZS0029652260
391,test,ZS0029652260
400,test,ZS0029689857
401,test,ZS0029689857
402,test,ZS0029721324
407,test,ZS0029855806
408,test,ZS0029878238
409,test,ZS0029878238
414,test,ZS0029937328
415,test,ZS0029937328
416,test,ZS0029937328
427,test,ZS0030123102
435,test,ZS0030225246
436,test,ZS0030225246
437,test,ZS0030225246
440,test,ZS0030476178
441,test,ZS0030476178
446,test,ZS0030783306
452,test,ZS0031092372
460,test,ZS0031296784
461,test,ZS0031296784
463,test,ZS0031386797
464,test,ZS0031386797
473,test,ZS0031421755
478,test,ZS0031547884
479,test,ZS0031547884
480,test,ZS0031547884
484,test,ZS0031612356
485,test,ZS0031612356
486,test,ZS0031612356
489,test,ZS0031666721
490,test,ZS0031666721
497,test,ZS0031740604
498,test,ZS0031740604
499,test,ZS0031740604
500,test,ZS0031787424
501,test,ZS0031787424
511,test,ZS0031880947
512,test,ZS0031880947
516,test,ZS0031893987
517,test,ZS0031893987
523,test,ZS0031978071
524,test,ZS0031978071
525,test,ZS0031978071
539,test,ZS0032065209
540,test,ZS0032065209
547,test,ZS0032102955
560,test,ZS0032184428
561,test,ZS0032184428
572,test,ZS0032364266
575,test,ZS0032442452
576,test,ZS0032442452
577,test,ZS0032442452
590,test,ZS0032528938
593,test,ZS0032547224
594,test,ZS0032547224
595,test,ZS0032549595
596,test,ZS0032549595
597,test,ZS0032552017
599,test,ZS0032566641
600,test,ZS0032566641
605,test,ZS0032632516
609,test,ZS0032766125
611,test,ZS0032813168
613,test,ZS0032829875
614,test,ZS0032829875
615,test,ZS0032829875
625,test,ZS0032928242
626,test,ZS0032928242
627,test,ZS0032928242
632,test,ZS0032986597
637,test,ZS0033043277
641,test,ZS0033071225
642,test,ZS0033071225
700,test,ZS0033550429
701,test,ZS0033583277
702,test,ZS0033583277
710,test,ZS0033627061
711,test,ZS0033627061
717,test,ZS0033708833
723,test,ZS0033764531
724,test,ZS0033764531
727,test,ZS0033815822
735,test,ZS0033850006
736,test,ZS0033850006
747,test,ZS0033880187
748,test,ZS0033880187
784,test,ZS0034154357
785,test,ZS0034154357
793,test,ZS0034261093
794,test,ZS0034261093
824,test,ZS0034452239
825,test,ZS0034452239
830,test,ZS0034508737_1
831,test,ZS0034522472
839,test,ZS0034633890
840,test,ZS0034633890
844,test,ZS0034701616
845,test,ZS0034701616
846,test,ZS0034712629
849,test,ZS0034854053
863,test,ZS0035044133
875,test,ZS0035088337
876,test,ZS0035088337
885,test,ZS0035194674
890,test,ZS0035211029
891,test,ZS0035212442
892,test,ZS0035212442
893,test,ZS0035212442
896,test,ZS0035245132
897,test,ZS0035245132
898,test,ZS0035245132
902,test,ZS0035252920
909,test,ZS0035355217
910,test,ZS0035355217
920,test,ZS0035627547
921,test,ZS0035632818
935,test,ZS0035749626
938,test,ZS0035779358
944,test,ZS0035840933
962,test,ZS0035937669
963,test,ZS0035937669
971,test,ZS0036002921
973,test,ZS0036010703
982,test,ZS0036089672
983,test,ZS0036089672
987,test,ZS0036116345
990,test,ZS0036184619
991,test,ZS0036184619
996,test,ZS0036268717
1005,test,ZS0036326251
1006,test,ZS0036326251
1007,test,ZS0036349158
1008,test,ZS0036349158
1016,test,ZS0036549625
1028,test,ZS0036713945
1038,test,ZS0036804123
1039,test,ZS0036804123
1040,test,ZS0036804123
1046,test,ZS0036828668
1047,test,ZS0036828668
1049,test,ZS0036859117
1057,test,ZS0036895830
1058,test,ZS0036895830
1064,test,ZS0036988008
1065,test,ZS0036988008
1070,test,ZS0037019401
1071,test,ZS0037019401
1072,test,ZS0037019401
1082,test,ZS0037079545
1083,test,ZS0037083880
1084,test,ZS0037083880
1091,test,ZS0037102675
1093,test,ZS0037124130
1115,test,ZS0037267454
1125,test,ZS0037368024
1126,test,ZS0037368024
1135,test,ZS0037511018
1159,test,ZS0037739659
1162,test,ZS0037769426
1172,test,ZS0037860591
1173,test,ZS0037860591
1174,test,ZS0037860591
1175,test,ZS0037864074
1176,test,ZS0037864074
1181,test,ZS0037894381
1182,test,ZS0037894381
1183,test,ZS0037894381
1189,test,ZS0037920517
1195,test,ZS0037994215
1196,test,ZS0037994215
1210,test,ZS0038066961
1211,test,ZS0038079714
1216,test,ZS0038098470
1217,test,ZS0038098470
1218,test,ZS0038098470
1219,test,ZS0038098470
1223,test,ZS0038159991
1229,test,ZS0038217292
1230,test,ZS0038217292
1231,test,ZS0038217292
1241,test,ZS0038383820
1242,test,ZS0038383820
1248,test,ZS0038482920
1249,test,ZS0038482920
1253,test,ZS0038514571
1254,test,ZS0038514571
1255,test,ZS0038514571
1256,test,ZS0038517874
1257,test,ZS0038517874
1258,test,ZS0038517874
1273,test,ZS0038627696
1274,test,ZS0038627696
1275,test,ZS0038627696
1277,test,ZS0038669819
1278,test,ZS0038676284_1
1279,test,ZS0038680529
1280,test,ZS0038680529
1281,test,ZS0038680529
1304,test,ZS0038840930
1305,test,ZS0038856097
1306,test,ZS0038856097
1316,test,ZS0038932284
1317,test,ZS0038932284
1318,test,ZS0038932284
1328,test,ZS0038977824
1329,test,ZS0038977824
1331,test,ZS0038988734
1332,test,ZS0038988734
1333,test,ZS0038992278
1334,test,ZS0038992278
1351,test,ZS0039096540
1352,test,ZS0039096540
1353,test,ZS0039096540
1355,test,ZS0039137576
1366,test,ZS0039281259
1367,test,ZS0039281259
1376,test,ZS0039374793
1377,test,ZS0039374793
1378,test,ZS0039374793
1379,test,ZS0039374793
1380,test,ZS0039381262
1381,test,ZS0039381262
1387,test,ZS0039442730
1388,test,ZS0039461332
1389,test,ZS0039461332
1406,test,ZS0039579635
1424,test,ZS0039755029
1428,test,ZS0039787789
1433,test,ZS0039821206
1434,test,ZS0039821206
1435,test,ZS0039821206
1436,test,ZS0039821453
1439,test,ZS0039869228
1453,test,ZS0039961050
1454,test,ZS0039961050
1462,test,ZS0040046099
1463,test,ZS0040046099
1464,test,ZS0040046099
1476,test,ZS0040115637
1479,test,ZS0040148015
1480,test,ZS0040155279
1481,test,ZS0040155279
1482,test,ZS0040155279
1496,test,ZS0040271493
1503,test,ZS0040329909
1506,test,ZS0040375753
1522,test,ZS0040479637
1523,test,ZS0040479637
1527,test,ZS0040526204
1558,test,ZS0040679396
1561,test,ZS0040721328_1
1562,test,ZS0040743420
1563,test,ZS0040743420
1570,test,ZS0040778946
1571,test,ZS0040778946
1572,test,ZS0040782054
1588,test,ZS0040899971
1591,test,ZS0040906941
1592,test,ZS0040906941
1594,test,ZS0040916298
1595,test,ZS0040916298
1596,test,ZS0040916298
1599,test,ZS0040978580
1624,test,ZS0041205507
1625,test,ZS0041205507
1626,test,ZS0041232036
1627,test,ZS0041232036
1629,test,ZS0041248153
1630,test,ZS0041248153
1631,test,ZS0041248153
1635,test,ZS0041352623
1636,test,ZS0041352623
1637,test,ZS0041352623
1643,test,ZS0041383586
1644,test,ZS0041383586
1645,test,ZS0041383586
1650,test,ZS0041466797
1660,test,ZS0041617751
1662,test,ZS0041620309
1677,test,ZS0041719380
1678,test,ZS0041719380
1687,test,ZS0041895047
1688,test,ZS0041895047
1696,test,ZS0041947266
1704,test,ZS0042005286
1705,test,ZS0042005286
1706,test,ZS0042016750
1709,test,ZS0042030374
1710,test,ZS0042030374
1735,test,ZS0042203114
1738,test,ZS0042313947
1739,test,ZS0042313947
1751,test,ZS0042498469
1752,test,ZS0042513183
1753,test,ZS0042513183
1763,test,ZS0042593454
1764,test,ZS0042593454
1769,test,ZS0042617515
1775,test,ZS0042621207
1776,test,ZS0042621600
1777,test,ZS0042638492
1778,test,ZS0042638492
1779,test,ZS0042638492
1791,test,ZS0042753207
1792,test,ZS0042753207
1793,test,ZS0042753207
1798,test,ZS0042804137
1808,test,ZS0042871520
1809,test,ZS0042871520
1810,test,ZS0042903377
1816,test,ZS0042971199
1829,test,ZS0043199282
1858,test,ZS0043618703
1859,test,ZS0043618703
1860,test,ZS0043646083
1861,test,ZS0043646083
1874,test,ZS0043768920
1875,test,ZS0043768920
1880,test,ZS0043815530
1885,test,ZS0043838927
1898,test,ZS0043929326
1899,test,ZS0043966046
1923,test,ZS0044328724
1930,test,ZS0044616627
1931,test,ZS0044616627
1935,test,ZS0044649374
1936,test,ZS0044649374
1960,test,ZS0045050793
1961,test,ZS0045050793
1962,test,ZS0045050793
1964,test,ZS0045119362
1965,test,ZS0045119362
1973,test,ZS0045295771
1974,test,ZS0045300390
1983,test,ZS0045558559
1984,test,ZS0045558559
1996,test,ZS0045743700
1997,test,ZS0045743700
1998,test,ZS0045743700
2003,test,ZS0045757469
2004,test,ZS0045757469
2005,test,ZS0045757469
2013,test,ZS0045810346
2014,test,ZS0045810346
2015,test,ZS0045841792
2032,test,ZS0046037637
2046,test,ZS0046331924
2047,test,ZS0046331924
2051,test,ZS0046407980
2055,test,ZS0046434493
2070,test,ZS0046670838
2071,test,ZS0046670838
2072,test,ZS0046670838
2082,test,ZS0046880311
2097,test,ZS0047275103
2098,test,ZS0047275103
2109,test,ZS0047441877_2
2110,test,ZS0047441877_2
2112,test,ZS0047463675
2118,test,ZS0047513385
2124,test,ZS0047617819
2131,test,ZS0047725143
2132,test,ZS0047725143
2133,test,ZS0047725143
2137,test,ZS0047753607
2166,test,ZS0048190533
2167,test,ZS0048190533
2180,test,ZS0048486219
2181,test,ZS0048486219
2183,test,ZS0048586431
2185,test,ZS0048634308
2186,test,ZS0048634308
2187,test,ZS0048665286
2188,test,ZS0048665286
2189,test,ZS0048665286
2190,test,ZS0048665286
2195,test,ZS0048775381
2200,test,ZS0049097910
